project_ending,rating,text,sentiment
Self Mediation,,,1
Completed,,Auto-rated by system.,0
Completed,,"Terima kasih banyak kepada Owner Project, sangat baik dan friendly, memberikan arahan yang baik dan juga mensuport saya jika saya kurang paham dalam projectnya.",1
Completed,,"Terimakasih gan,",1
Completed,,thank you bantuannya! sangat cepat dan responsive. recomended,1
Completed,,"kerenn, profesional dan sabar !",1
Completed,,Terima kasih untuk bantuanya.,1
Completed,,"Kali kedua pakai jasa Mas Abu, dijamin dibantu sampai tuntas.",1
Completed,,mantap... sukses terus,1
Completed,,"Bagus, mas nya baik hati dan bisa berkonsultasi serta membantu",1
Self Mediation,,,1
Completed,,Skill worker bagus dan bertanggung jawab,0
Completed,,Hasil akhir aplikasi sesuai dengan kebutuhan saya.,0
Self Mediation,,,1
Completed,,Auto-rated by system.,0
Completed,,"Terima kasih banyak kepada Owner Project, sangat baik dan friendly, memberikan arahan yang baik dan juga mensuport saya jika saya kurang paham dalam projectnya.",1
Completed,,wokkkey you are jossss,1
Completed,,- Worker mudah untuk berkomunikasi.,1
Completed,,"Good worker, cepat dan mudah komunikasinya... Recommend dah buat pencari freelancer...",1
Completed,,Pekerjaan cepat sesuai dengan pesanan,0
Completed,,Super ma agan ini...skill dewa ...Recomended seller,1
Self Mediation,,,1
Completed,,,1
Completed,,"Mantap nih, kerjaan cepet dan hasil memuaskan!",1
Completed,,Professional,1
Self Mediation,,,1
Completed,,Auto-rated by system.,0
Completed,,"Terima kasih banyak kepada Owner Project, sangat baik dan friendly, memberikan arahan yang baik dan juga mensuport saya jika saya kurang paham dalam projectnya.",1
Completed,,,1
Completed,,,1
Completed,,Bagus hasilnya,1
Completed,,"Good job pak, semoga bisa berkelanjutan u project lainnya",1
Completed,,"pak hogi dan tim, mengerjakannya cukup cepat dan sesuai dengan ekspektasi kami.",1
Completed,,Timeline bisa lebih diperjelas,2
Completed,,Aaaaaaaaaaaaa,0
Completed,,It took time to match our need.,1
Completed,,Worker menyelesaikan tugas dengan baik,1
Completed,,,1
Self Mediation,,,1
Completed,,Recommended freelancer. Thx for the good job.,1
Completed,,Good Job Good Job,1
Completed,,Mantap. Dalam 24 jam telah selesai kerjaan dengan sangat baik.,1
Completed,,Mantab pekerjaanya,1
Completed,,Terima kasih banyak untuk bantuan dan kesabarannya.,1
Completed,,,1
Completed,,Sabar dan professional,1
Completed,,Well done. Recomended,1
Completed,,Kerjanya lumayan bagus,1
Completed,,mantap berbakat sesuai dgn keinginginan,1
Completed,,,1
Completed,,Auto-rated by system.,0
Completed,,"Orangnya ramah, pekerjaan cepat selesai, sangat sabar dengan pemrintaan revisi dari saya, sangat rekomendasi.",1
Completed,,Good job.,1
Completed,,Terimakasih,1
Completed,,"Good job, and sincere in waiting since the job was running about more than a month. Thanks",1
Completed,,Hasil pekerjaan sangat kurang teliti.,2
Completed,,Good JOB. Thank You,1
Completed,,,1
Self Mediation,,,1
Completed,,"Terima kasih ya sis, sudah di bantu.",1
Completed,,Terima kasih untuk kerjasamanya,1
Completed,,Terima kasih bantuannya.,1
Completed,,"Seperti biasa, komunikasi berjalan dengan baik.",1
Completed,,,1
Completed,,Hasil Oke. Terimakasih,1
Completed,,KOmunikasi cukup mudah dan feedback cepat,1
Completed,,Terima kasih sis telah dibantu kembali pembuatan motion videonya.,1
Completed,,Good job. Well done.,1
Self Mediation,,,1
Completed,,Pekerjaan bagus sesuai pesanan dan dinyatakan selesai. Terima kasih pureart,1
Completed,,rekomended,1
Completed,,"Awesome, Good Designers",1
Completed,,Terima kasih sis atas bantuannya.,1
Completed,,Good  Recommendation,1
Completed,,"pekerjaan sudah diselesaikan , terima kasih.",1
Completed,,"Luar bisa kerjasama dengan pureart. Hasilnya benar-benar sesuai harapan. Dan pekerjaanya sangat cepat, sebelum due date sudah selesai lebih awal. Mantabbb... Thank you Sis.",1
Completed,,Auto-rated by system.,0
Completed,,Auto-rated by system.,0
Completed,,Auto-rated by system.,0
Completed,,nicely done :),1
Self Mediation,,,1
Completed,,Oke okee pekerjaan oke mantap cepat dan enak diskusisnua,1
Completed,,kerjanya bagus dan cepat,1
Completed,,Tetap konsisten untuk memberikan yang terbaik bagi konsumen.,1
Completed,,harap perhatikan time frame project dan detail kerapian komponen dasar,0
Completed,,pekerjaan bagus tapi dateline agak molor,0
Completed,,respon cepat dan lancar,1
Completed,,cukup sesuai dengan keinginan,1
Completed,,bagus designnya,1
Completed,,Thank you. Tektok sangat responsif.,1
Completed,,,1
Completed,,Perfect. You will never regret,1
Completed,,Worker sangat menguasai bidangnya dan sangat komunikatif. Terima kasih,1
Completed,,Pekerjan baik. Tapi tolong distate bapa saja yang menjadi ruang lingkup revisi.,0
Completed,,Hasil kerja yang prima. Sesuai dengan permintaan saya. Worker sangat berkompeten di bidangnya. terima kasih banyak.,1
Completed,,thankyou !,1
Completed,,Thanks Mel! Great freelancer to work with.,1
Completed,,Mbak mel udh bagus kerjanya cuma kalo dr aku pribadi ditambah lg kesabarannya namanya juga ngadepin cust hehe. overall udh oke hasilnya juga gak bikin kecewa. trimakasih banyak yaa,2
Self Mediation,,,1
Completed,,Great jobs,1
Completed,,Thankk you  yaaa suka sama desainnyaa sipp mantab,1
Self Mediation,,,1
Completed,,terimakasih banyak,1
Completed,,"Recommended and Great Worker,",1
Completed,,"great work. passed deadline sih. cuman worker tetap komunikasi, gak ngilang gitu aja. kerjain sampe bener dan sampe client puas. saya ini perfectionist. so, melisa dari pureart tetep sabar banget menghadapi saya yg rewel even sampe ke masalah kecil.... I am one happy customer, so tetep kasi 5 star. great work! will hire for more work. thank you!",1
Completed,,terimakasih,1
Completed,,Good work and professional.,1
Completed,,"Hasil cukup memuaskan, Worker fast respon dan Professional. Terima kasih untuk bantuannya.",1
Completed,,"hasil diterima dengan bagus, terimakasih",1
Completed,,Nice Pureart.,1
Completed,,Recommended untuk rekan-rekan Projects yang butuh desain banner.,0
Completed,,thanks ya,1
Completed,,Nice Worker,1
Completed,,"cepat, thanks kerja samanya.",1
Completed,,Perlu ditingkatkan kreatifitasnya,0
Completed,,,1
Completed,,Good worker,1
Completed,,"Pekerjaan telat 2 minggu karena lebaran, tetapi hasil kerja oke dan fast respon",1
Completed,,hasil memuaskan.. tepat waktu.. thank you,1
Completed,,lebih memperhatikan pemberitahuan requirement sehingga tidak ada pengulaang informasi.,0
Completed,,"Terima kasih, hasil nya cukup memuaskan, yang pasti fast response",1
Completed,,One word to describe this worker.. Amazing,1
Completed,,"Saya termasuk owner yang sangat cerewet, namun worker ini hanya bisa bersabar, bersabar, dan bersabar.",1
Self Mediation,,,1
Self Mediation,,,1
Completed,,"respon cepat, hasil ok",1
Completed,,okey cepat seperti biasa,1
Completed,,alternatif nya banyak dan progressnya cepat,1
Completed,,orangnya sabar banget makasih ya,1
Completed,,Fast response time. Able to work under tight deadline and constant revisions.,1
Self Mediation,,,1
Completed,,good job..........,1
Completed,,Auto-rated by system.,0
Completed,,"thank you PUREART untuk kerjasamanya,",1
Self Mediation,,,1
Completed,,,1
Completed,,keep up the good work and service..,1
Self Mediation,,,1
Completed,,Auto-rated by system.,0
Completed,,Auto-rated by system.,0
Completed,,kerjasamanya asik.,1
Self Mediation,,,1
Completed,,Cepat dan tepat,1
Completed,,"Terima kasih ya, sudah membantu menyelesaikan pekerjaan desain dgn cepat.",1
Completed,,Terima kasih banyak atas kerjasamanya. semoga dapat terus terjalin kerjasamanya.,1
Completed,,Good Job & Thank you!,1
Completed,,Okkkkkkkkkkkkkk,1
Completed,,ok dajhhhhhhhh,1
Completed,,Dear pureart,1
Completed,,terima kasih karena sudah sabar mengerjakan projek saya.,1
Completed,,desainernya sabar dan baik banget.. mau mendengar masukan dari saya juga..,1
Completed,,"Terima kasih karena sudah dibantu, saran saya lebih teliti lagi dalam mengerjakan supaya tidak buang-buang waktu di revisi hal-hal kecil dan komunikasi perlu diperlancar lagi dan gunakan bahasa yang baik dan jelas.",1
Completed,,"Overall ok, perlu meningkatkan komunikasi lagi dan usahakan lebih teliti sehingga tidak perlu banyak revisi. Kemampuan harus tetap diasah supaya bisa semakin kreatif. terima kasih",1
Completed,,Terimakasih atas kerjasamanya..,1
Completed,,Keep improve your skill,1
Completed,,"Untuk pembuatan modul menggunakan MS. Word cukup rapi dan baik, semoga taste desainnya ke depan bisa lebih baik lagi di proyek yang lain. Respon cepat dan sangat kooperatif untuk revisi.",1
Completed,,Good Work..,1
Completed,,great job recommended worker,1
Completed,,"Hasill kerjanya lumayan, namun masih banyak yang diminta tidak disesuaikan.",2
Self Mediation,,,1
Completed,,"oke sip. ini belum final ya? suaranya juga masih kurang bagus. masih perlu saya cek2 lagi. setelah saya cek dan sudah di revisi, barulah nanti di cek dosen.",2
Completed,,"Trimakasih,,Utk Project Kesekian , sudah terselesaikan",1
Completed,,,1
Self Mediation,,,1
Completed,,terima kasih saya puas dengan hasilnya,1
Self Mediation,,,1
Completed,,Trimakasih Banget Ya Gan?.,1
Self Mediation,,,1
Completed,,"Gambar-gambarnya bagus dan melebihi dari yang saya minta, harganya juga terjangkau",1
Completed,,"terima kasih, saya puas dengan hasil revisi nya",1
Completed,,Good Job Mel,1
Completed,,mantab.. oke,1
Completed,,"pekerjaan rapi dan hasilnya bagus, koordinasi juga bagus. terima kasih sudah selalu bekerja sama dengan kami.",1
Completed,,pengerjaan cepat,1
Completed,,,1
Completed,,oke puas dengan hasilnya,1
Completed,,"Terima kasih banyak, project berhasil dibuat dengan baik.",1
Completed,,Auto-rated by system.,0
Completed,,Terima kasih,1
Self Mediation,,,1
Completed,,"terimakasih mas anto, kerja nya cepet komunikasinya juga enak. recomended worker 👍🏻⭐",1
Completed,,bagus hasil memuaskan,1
Completed,,"Mas Anto worker terbaik. Pengerjaan super cepat dari target jadwal, komunikasi lancar. Terimakasih banyak Mas Anto.",1
Self Mediation,,,1
Self Mediation,,,1
Completed,,"Baik, jujur dan enak dalam berkomunkasi, terimakasih mas sudah membantu. 100%",1
Completed,,Pak Anto the best deh pokoknya,1
Completed,,"Komunikasi sangat baik, dan lumayan fast respon.",1
Completed,,"Bisa mengerjakan sesuai deskripsi, memberikan saran dan informasi yang baik kepada klien terkait project.",1
Completed,,Semoga bisa kerjasama di project selanjutnya,1
Self Mediation,,,1
Completed,,"Mantap mas, terima kasih",1
Completed,,Best worker deh pak Anto,1
Completed,,,1
Completed,,Terbaik,1
Completed,,pengerjaan sangat cepan dan fast response.,1
Completed,,"Pengerjaancepat, rapih, bisa menyelesaikan banyak permintaan saya dengan baik. Pekerja ramah dan komunikatif. Senang bisa bekerja sama dengan Anda. Intinya hasil sesuai ekspetasi",1
Completed,,Worker yang sangat ramah dan memiliki pengetahuan yang luas,1
Completed,,"Terimakasih telah menyelesaikan project ini sesuai ekspetasi saya, dan dapat menyelesaikan dengan cepat",1
Completed,,mantapsss...,1
Completed,,kapan kapan bisa pesan jasa lagi,0
Completed,,"Orangnya ramah dan selalu mendengarkan pendapat dan masukkan dari owner, pekerjaan dapat diselesaikan dengan cepat.",1
Self Mediation,,,1
Self Mediation,,,1
Completed,,,1
Completed,,,1
Completed,,"Selalu dengan pak Anto, sangat recomended",1
Completed,,"Kerja bersih, rapi, cepat, ramah, sesuai keinginan dan dapat perbaikan bug gratis, baca kodingnya sangat enak dimata. terima kasih gan, semoga kedepannya bis kerjasama lagi",1
Completed,,"Saya suka kerjanya, dia paham maksud dari yang inginkan saya, semoga kita bisa bekerja sama lagi nantinya",1
Completed,,worker recommend,1
Self Mediation,,,1
Completed,,"Mantap, terima kasih kak sudah bantu, maaf banget sempet spam notifikasi eheheh. Keren deh pokoknya, sangat friendly. Dalam diskusi mengenai projects sangat membantu untuk membuat detailnya lebih baik. Sekali lagi makasih kak, semoga bisa kerja sama di lain hari...",1
Self Mediation,,,1
Completed,,Pengerjaan sesuai dan cepat. Ramah dan mau menjelaskan ketika ditanya-tanya. Mantapp,1
Completed,,,1
Self Mediation,,,1
Completed,,Worker yg svery recommended,1
Completed,,josss.............,1
Completed,,"Accepted works, sesuai dengan yang diharapkan.",1
Self Mediation,,,1
Completed,,Pekerjaan Dikerjakan sesuai tepat waktu,1
Completed,,sangat baik dan cepat,1
Completed,,mantab... semoga bisa konsisten semoga dilancarkan dan dimudahkan segala urusan,1
Completed,,Kerja Respon Cepat Komunikasi Cepat,1
Completed,,Auto-rated by system.,0
Completed,,,1
Completed,,"Sangat puas dengan worker, cukup responsif saat diberi pertanyaan. Next time bisa bekerja sama lagi",1
Self Mediation,,,1
Self Mediation,,,1
Completed,,Excellent work and good communication,1
Completed,,"Kerjanya cepat, masnya baik, sama komunikasi the best banget lahh!!",1
Self Mediation,,,1
Self Mediation,,,1
Completed,,"Mantap, kerjanya lebih cepet dari yang saya kira, komunikasinya baik banget + sopan, terima kasih banyak mas",1
Completed,,"Terima kasih, worker tepat waktu dan waktu penyelesaiannya lebih cepat.",1
Completed,,terimakasih banyak mas sudah membantu saya,1
Completed,,Bintang 5 semua pokoknya. Senang bekerja dengan Pak Anto,0
Completed,,"Hasil project dari worker sangat sesuai dan diselesaikan lebih cepat dari tenggat yang diberikan sehingga sangat membantu pekerjaan saya, Terimkasih",1
Self Mediation,,,1
Completed,,,1
Completed,,,1
Completed,,"project kedua kalinya, worker benar benar sangat kompeten, mudah untuk komunikasi dan sangat membantu saya saat kesulitan, pengerjaan lagi lagi melebihi ekspektasi awal",1
Completed,,,1
Completed,,"Sangat profesional, dapat diajak komunikasi secara baik, sangat bagus lah. Terima kasih banyak mas",1
Completed,,Komunikasi sangat baik. Pekerjaan sangat baik. Selesai dg cepat. Terima kasih.,1
Completed,,"dahlah, mantep pokoknya.",1
Completed,,Terimakasih gan👍,1
Completed,,"Worker sangat profesional, kerja cepat, bisa diandalkan, hasil sangat menjawab kebutuhan/keinginan.. recomended buat project website programming.. Good Job!",1
Completed,,Komunikasi lancar dan project bisa diselesaikan dengan baik dan cepat.,1
Completed,,"Terima kasih, lanjut gan.",0
Completed,,"sangat memuaskan, di lain waktu saya akan menggunakan jasa worker ini lagi jika saya sedang mengalami problem",0
Completed,,Terimakasih ya pak,1
Completed,,Mantap dan sangat baik hasil kerjanya.,1
Self Mediation,,,1
Self Mediation,,,1
Completed,,"Selalu puas sama hasil kerjanya, diluar ekspektasi. Tidak banyak komunikasi saat project karna ternyata sudah paham dan mengerti yang di mau client. Terimakasih ya, semoga bisa kerjasama di project selanjutnya",1
Completed,,"Project selesai cepat dikerjakan worker, melebihi ekspektasi. Worker bersedia menerima revisi"" project dan semoga bisa kerjasama di project selanjutnya",1
Completed,,"Performa kerja masih tetap bagus, tinggal sedikit ditingkatkan ketelitian terkait responsibilitas ukuran aset terhadap perubahan ukuran layar implementasi coding desain layout.",0
Completed,,"Terima kasih banyak, masih tetap baik, kalau ada revisi tidak komplain.",0
Completed,,"overall semuanya sih sudah bagus, hanya tinggal sedikit ditingkatkan ketelitian sesuai desain gambar,",1
Completed,,,1
Completed,,,1
Completed,,,1
Completed,,,1
Completed,,,1
Completed,,,1
Completed,,,1
Completed,,mantap om sesuai dengan keinginan saya .. hasil cepat minta 2 minggu ternyata 3 hari kerja udah finish.,1
Completed,,"Respon bagus , pelayanan luar biasa dan pekerjaan sesuai,..",1
Completed,,,1
Completed,,Melebihi Ekspektasi,2
Completed,,"Pekerjaan Worker, Rapih, Walaupun Kadang SLow Respon",0
Completed,,"Bagus kerjanya, cepat dan rapi",1
Completed,,Mas Anto memberikan pekerjaan yang cepat dan sesuai dengan arahan yang diberikan. Beberapa perbaikan dikerjakan dengan cepat juga. Sangat recommended.,1
Completed,,"Salah satu freelance coder terbaik, melebihi ekspektasi.1. Pekerjaan diselesaikan cepat. (Fast)2. Script-nya rapi sesuai aturan yg ada. (Code Quality)3. Pemahaman masalah pemrograman tidak diragukan lagi. (Expertise)4. Komunikasi lancar (Communication)Jangan ragu untuk memilih Mas Anto. Nanti Insya Allah akan repeat order.",1
Completed,,"Bagus kerjaannya, rapi dan responsif.",1
Self Mediation,,,1
Completed,,Semoga bisa berlanjut kerjasamanya...,1
Completed,,sangat puas dengan hasil kerjaan pak anto.. sangat puas sekali.,1
Completed,,"Worker sangat profesional dan memahami kebutuhan saya, bahkan bisa dibilang melebihi ekspektasi saya.",0
